date;username;tweet;keyword;Normalisasi
28/06/2022 14.54;Naoufmi;orangnya kurus putih  tangannya lentik  anak asrama rata rata atau ga sekolahnya swasta ternama pasti  ;kurus;orangnya kurus putih tangannya lentik anak asrama rata-rata rata-rata atau tidak sekolahnya swasta ternama pasti
28/06/2022 14.51;tonojora; kayak sumpit  baru gak kurus;kurus;kayak sumpit baru tidak kurus
28/06/2022 14.50;Aryprasetyo85;tak disangka saat pak  mewawancarai warga yang pada waktu itu musim pilpres 2019  warga menjawab aka  ;kurus;tidak disangka saat pak mewawancarai warga yang pada waktu itu musim pilpres 2019 warga menjawab aka
28/06/2022 14.48;menantu_bangpd;  soalnya viggo kurus  jdi keliatan tinggi menjulang kek tiang listrik;kurus;soalnya viggo kurus jadi keliatan tinggi menjulang seperti tiang listrik
28/06/2022 14.45;haidmbr; 20 21 22 23 malah di katain baru lulus sma atau anak sma because badan gw yg kurus mungil pendek    ;kurus;20 21 22 23 malah di katain baru lulus sama atau anak sama because badan aku yang kurus mungil pendek
28/06/2022 14.43;Ryunitars; iya juga yaa face with tears of joy   tp keliatan jd lebih kurus ya kayaknya anak cba;kurus;iya juga yaa face with tears of joy tapi keliatan jadi lebih kurus ya kayaknya anak cba
28/06/2022 14.43;qay_hilya;sedi bgt kalo di tanya   speaking head    kurus an sih    speaking head    kenpa nangis mulu    speaking head    kluarga kumplit ko ga bersyukur    u dont k  ;kurus;sedi banget kalo di tanya speaking head kurus an sih speaking head kenpa nangis mulu speaking head kluarga kumplit ko tidak bersyukur u dont k
28/06/2022 14.42;uyialmuhyi;diet sehat dengan nutrisi shake  tanpa obat  suntik kurus  pijet  sedot lemak  dm  pinbb   228f6b7d;kurus;diet sehat dengan nutrisi shake tanpa obat suntik kurus pijet sedot lemak dm pinbb 228f6b7d
28/06/2022 14.42;masihgemini; pinggangku kyk gini  kecil gitu tpi aku mlh insecure krna dikatain kurus hahahaha;kurus;pinggangku seperti gini kecil gitu tapi aku mlh insecure krna dikatain kurus hahahaha
28/06/2022 14.40;samartemaram;padahal aslinya kurus y ;kurus;padahal aslinya kurus iya
28/06/2022 14.40;Asteriaayuu; kurus uda mah;kurus;kurus uda mah
28/06/2022 14.38;urdustygrl;  monmaap  selain bengkok kiri  kriterianya harus kurus masee  relieved face  relieved face ;kurus;monmaap selain bengkok kiri kriterianya harus kurus masee relieved face relieved face
28/06/2022 14.36;hulahullaa;kenapa gak boleh daftar kerja di bioskop se maa  katae gak baek ya itu sih pribadi masing   tinggiku wes dapet bb  ;kurus;kenapa tidak boleh daftar kerja di bioskop se maa katae tidak baek ya itu sih pribadi masing tinggiku wes dapet berat badan
28/06/2022 14.36;Aurorae2796;hobi ku makan  pengennya kurus;kurus;hobi aku makan pengennya kurus
28/06/2022 14.36;ginidehdil; tips kurus;kurus;tips kurus
28/06/2022 14.35;Askrlfess; askrl  kenapa gemukan itu dijadiin standar buat tanda kalo orang itu bahagia ya  tiap ada yang ngomong gitu didepa  ;kurus;askrl kenapa gemukan itu dijadiin standar buat tanda kalo orang itu bahagia ya tiap ada yang ngomong gitu didepa
28/06/2022 14.35;tiratiretiru;zahin tgh berlakon jd org zoo sambil pegang ular  padahal ulat getah kecik je    zahin  siapa nak ambil gambar dgn  ;kurus;zahin tgh berlakon jadi orang zoo sambil pegang ular padahal ulat getah kecil aja zahin siapa mau ambil gambar dgn
28/06/2022 14.33;mstaronline;sering dilihat bahagia  rupa rupanya banyak masalah dalam rumah tangga  tegar septian umum cerai dengan isteri   ;kurus;sering dilihat bahagia rupa rupanya banyak masalah dalam rumah tangga tegar septian umum cerai dengan isteri
28/06/2022 14.33;jjicrew;info cpt kurus tanpa stress krna ak stress mlh makan;kurus;info cpt kurus tanpa stress krna aku stress mlh makan
28/06/2022 14.33;hamdanT5;  nasi merah biar kurus jare;kurus;nasi merah biar kurus jare
28/06/2022 14.32;jungwooshock; yanan nder  ttg body positivity sih  aku yanan  mau aku gemuk  kurus  aku tetep yanan  kalo dikatain jel  ;kurus;yanan sender ttg body positivity sih aku yanan mau aku gemuk kurus aku tetep yanan kalo dikatain jel
28/06/2022 14.30;LurahVenus;cara cepet gemuk itu gimana  bosen kurus mulu;kurus;cara cepet gemuk itu gimana bosen kurus mulu
28/06/2022 14.29;natisserie; yakaann huhu udah kurus bgt sedih;kurus;yakaann huhu udah kurus banget sedih
28/06/2022 14.27;Muhds1Muhd; aku tahu masaalah nak kurus baik joging bagus untuk kesihatan winking face ;kurus;aku tahu masaalah mau kurus baik joging bagus untuk kesihatan winking face
28/06/2022 14.25;YusofShafirah;jom kurus bersama icara teh tarik vset slim  tekan link untuk order  ;kurus;jom kurus bersama icara teh tarik vset slim tekan link untuk order
28/06/2022 14.25;ihafizrahim;ulang hari hari tanpa perbuatan yang boleh membuatkan anda kurus  kurus bukan dengan kata kata ;kurus;ulang hari hari tanpa perbuatan yang boleh membuatkan anda kurus kurus bukan dengan kata kata
28/06/2022 15.45;discrepanc; lu dari awal ribut soal jelek nan gendut  gamau usaha diet kah  ini sih the real lu yang insecure oran  ;gendut;kamu dari awal ribut soal jelek nan gendut gamau usaha diet kah ini sih the real kamu yang insecure oran
28/06/2022 15.40;gendut_suyanto; cantik;gendut;cantik
28/06/2022 15.40;tomox48;nabilahjkt48 gendut ;gendut;gendut
28/06/2022 15.36;budiman_markus;  loe gendut  amp  lucu banget om  ngemesin deh;gendut;loe gendut sampai lucu banget om ngemesin deh
28/06/2022 15.35;gifarihwi;anda mau diet sehat dan alami tanpa olahraga ga pede sama badan gendut wmp aja solusinya more info bbm 5f1c0ca0 wa  ;gendut;anda mau diet sehat dan alami tanpa olahraga tidak pede sama badan gendut wmp aja solusinya more info bbm 5f1c0ca0 wa
28/06/2022 15.34;_meiharu;lucuu jimin nya gendut bgt pleading face  loudly crying face  pinching hand  purple heart  purple heart  beating heart  ;gendut;lucuu jimin nya gendut banget pleading face loudly crying face pinching hand purple heart purple heart beating heart
28/06/2022 15.34;eka_gendut; yg bisa pke cuma orang2 kaya  makin aneh aja kebijakannya;gendut;yang bisa pakai cuma orang2 kaya makin aneh aja kebijakannya
28/06/2022 15.34;HindunDiana2; apa mas  ngatain saya  iya tau saya gendut relieved face ;gendut;apa mas ngatain saya iya tau saya gendut relieved face
28/06/2022 15.33;zworroies;pengen mkn byk tanpa mikir kalori  tanpa takut gendut kea mkn byk tpi bb tetap gitu bsa gk njenk capekk gweehh;gendut;pengen makan byk tanpa mikir kalori tanpa takut gendut kea makan byk tapi berat badan tetap gitu bisa tidak njenk capekk gweehh
28/06/2022 15.32;dearbiyy;selamat pukul 15 32  akhirnya dear biy lahir juga di dunia    selamat menikmati dan berselancar di dunia burung biru gendut;gendut;selamat pukul 15 32 akhirnya dear biy lahir juga di dunia selamat menikmati dan berselancar di dunia burung biru gendut
28/06/2022 15.27;Viphoriaa__;wkwkwk lucu amat perut nya gendut  face with tears of joy  face with tears of joy  ;gendut;wkwkwk lucu amat perut nya gendut face with tears of joy face with tears of joy
28/06/2022 15.27;Chocoren02; demi gk perlu beli pakaian baru cuma gegara dah gk muat  soalnya w dah pernah gendut dan semua baju  ;gendut;demi tidak perlu beli pakaian baru cuma karena dah tidak muat soalnya aku dah pernah gendut dan semua baju
28/06/2022 15.26;wowmaskermurah;bosen di bilang gendut  jangan takut buktikan kamu bisa langsing  konsultasi ke ahlinya pin 2a882bba no 085794699654 ;gendut;bosen di bilang gendut jangan takut buktikan kamu bisa langsing konsultasi ke ahlinya pin 2a882bba no 085794699654
28/06/2022 15.21;koala_gendut; emang enak gaes;gendut;emang enak gaes
28/06/2022 15.19;vidivicia; mungkin kalau waktu itu aku ga nyukur aku ga akan tau kalau kucing aku kena hernia  bulunya emang lebat  ;gendut;mungkin kalau waktu itu aku tidak nyukur aku tidak akan tau kalau kucing aku kena hernia bulunya emang lebat
28/06/2022 15.18;bacotanreree;lagi iri sama krang yang demen mukbang tapi ga gendut gendut woman running light skin tone ;gendut;lagi iri sama krang yang demen mukbang tapi tidak gendut gendut woman running light skin tone
28/06/2022 15.16;cop_cop05;ada b daerah cimahi yg mau fun  amp  sma t gendut  gaycimahi gaybandung gaysangkuriang;gendut;ada b daerah cimahi yang mau fun sampai sama t gendut gaycimahi gaybandung gaysangkuriang
28/06/2022 15.16;DikaOceanix; perut dah gendut  tambah sexy;gendut;perut dah gendut tambah sexy
28/06/2022 15.12;heiclare;mampus lu gendut ;gendut;mampus kamu gendut
28/06/2022 15.10;ssuuggaarrxxx_;gendut bgt   pke nyebelin bgt lgi mukanny  amp  amp  amp  ;gendut;gendut banget pakai nyebelin banget lagi mukanny sampai sampai sampai
28/06/2022 15.09;eka_gendut; sayure  ngerti ngerti  aq kuliah jogja  jadi ngerti jadi ngerti;gendut;sayure ngerti ngerti aku kuliah jogja jadi ngerti jadi ngerti
28/06/2022 15.05;gifarihwi;anda mau diet sehat dan alami tanpa olahraga ga pede sama badan gendut wmp aja solusinya more info bbm 5f1c0ca0 wa  ;gendut;anda mau diet sehat dan alami tanpa olahraga tidak pede sama badan gendut wmp aja solusinya more info bbm 5f1c0ca0 wa
28/06/2022 15.05;dewi_bulannn; drooling face  gendut  tembem face with hand over mouth  face with hand over mouth siapa yg suka body kaya tante ;gendut;drooling face gendut tembem face with hand over mouth face with hand over mouth siapa yang suka body kaya tante
28/06/2022 15.04;reviewajeeeee; 2 orang definisi makan banyak tp gak gendut;gendut;2 orang definisi makan banyak tapi tidak gendut
28/06/2022 15.04;0xLinnss;indra bekti sebelum gendut seperti sekarang ;gendut;indra bekti sebelum gendut seperti sekarang
28/06/2022 15.03;kezce; gendut  nyeret  lumba ;gendut;gendut nyeret lumba
28/06/2022 15.02;janjaegers;sering nonton mukbang  trus mikir  ini gue makan udon semangkok kekenyangan  makan mie ayam satu porsi nyerah  pada  ;gendut;sering nonton mukbang terus mikir ini aku makan udon semangkok kekenyangan makan mie ayam satu porsi nyerah pada
28/06/2022 15.01;Mr_MinatoN; daripada suapan terakhir makanan selezat apapun atau diejek gendut  aku lebih tidak bisa memaafkanmu kalau kau men  ;gendut;daripada suapan terakhir makanan selezat apapun atau diejek gendut aku lebih tidak bisa memaafkanmu kalau kamu men
28/06/2022 15.01;gendut_shohae;anya dan anya a nya besar ;gendut;anya dan anya a nya besar
28/06/2022 15.00;narutolover_ID; daripada suapan terakhir makanan selezat apapun atau diejek gendut aku lebih tidak bisa memaafkanmu kalau kau menghina sahabatku   chouji;gendut;daripada suapan terakhir makanan selezat apapun atau diejek gendut aku lebih tidak bisa memaafkanmu kalau kamu menghina sahabatku chouji
28/06/2022 15.00;gendut_shohae; gas ngengg;gendut;gas ngengg
28/06/2022 14.57;bwilucu; engga kok emang jariku rada gendut jadinya kaya kekencengan  loudly crying face ;gendut;engga kok emang jariku rada gendut jadinya kaya kekencengan loudly crying face
28/06/2022 14.52;catulistiua; hayuu nanti main bareng aku gm;gendut;hayuu nanti main bareng aku gm
28/06/2022 14.51;cinzirabella; grey lebih gendut;gendut;grey lebih gendut
28/06/2022 14.49;hnycoww; selesein masalah sama diri kamu sendiri dulu nanti nurutin suka doang  trus malah nyiksa anak orang sama  ;gendut;selesein masalah sama diri kamu sendiri dulu nanti nurutin suka doang terus malah nyiksa anak orang sama
28/06/2022 14.48;catulistiua; tiernya apa ;gendut;tiernya apa
28/06/2022 14.47;akumahanon; sering belinya sih ayam balado ijo merah   ayam bakar  cincang gtu namanya  cumi gendut  kikil jarang si  ;gendut;sering belinya sih ayam balado ijo merah ayam bakar cincang gitu namanya cumi gendut kikil jarang si
28/06/2022 14.46;gendut_shohae;alias vale kntl udah maksa taunya copoo;gendut;alias vale kntl udah maksa taunya copoo
28/06/2022 14.45;gendut_shohae;ss dulu tempulu menang ;gendut;ss dulu tempulu menang
28/06/2022 14.43;gendut_shohae; iyah;gendut;iyah
28/06/2022 14.42;MarinusKaw; om  kok udah dibuka pake vpn tetep gak bisa dibuka error gt;gendut;om kok udah dibuka pake vpn tetep tidak bisa dibuka error gitu
28/06/2022 14.38;hilraetth;yaallah dikatain makin gendut mulu ama orang loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face ;gendut;yaallah dikatain makin gendut mulu ama orang loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face
28/06/2022 14.38;abangajhe; aku udah gendut;gendut;aku udah gendut
28/06/2022 14.37;bllurrp; gatau nder  ak juga kesel  padahal alasan ak gendut karena stress wakkakakaka;gendut;gatau sender aku juga kesel padahal alasan aku gendut karena stress wakkakakaka
28/06/2022 14.33;thaxunext;waktu masi gendut ;gendut;waktu masi gendut
28/06/2022 14.33;jeff_ikhlas; pendek gendut hidup lagi  rolling on the floor laughing ;gendut;pendek gendut hidup lagi rolling on the floor laughing
28/06/2022 14.30;heyitzwillz;orang pake oversized kok bagus2 ya  gue pake udah kyk snorlax anjir gendut bgt jadinya  loudly crying face  loudly crying face  loudly crying face  loudly crying face ;gendut;orang pake oversized kok bagus2 ya aku pake udah seperti snorlax anjing gendut banget jadinya loudly crying face loudly crying face loudly crying face loudly crying face
28/06/2022 14.29;EyangGOMBAL;biarpun kamu gendut  kamu tetap muat kok dihatiku;gendut;biarpun kamu gendut kamu tetap muat kok dihatiku
28/06/2022 14.28;TravellersID; variasi masakannya sih  yang lebih ke jawa tengah  kalau warung muslim kan lebih ke jawa timur  price p  ;gendut;variasi masakannya sih yang lebih ke jawa tengah kalau warung muslim kan lebih ke jawa timur price p
28/06/2022 14.26;statistikah; konsisten ala aku  nangis dan dendam dulu sama org yg ngatain aku gendut gendut gendut dan sama org yg s  ;gendut;konsisten ala aku nangis dan dendam dulu sama orang yang ngatain aku gendut gendut gendut dan sama orang yang s
28/06/2022 14.25;blackmambc; tapi cewek emang gitu gak sih kalau udah jadi mantan atau capek kejar cowok yg dia suka gak diconfess bal  ;gendut;tapi cewek emang gitu tidak sih kalau udah jadi mantan atau capek kejar cowok yang dia suka tidak diconfess bal
28/06/2022 14.23;arissuhada25; ya gendut ya ;gendut;ya gendut ya
28/06/2022 14.22;dreamleehi; benerr lucu2 banget ini si gendut kasein nitrat  ;gendut;benerr lucu2 banget ini si gendut kasein nitrat
28/06/2022 14.20;safirardia; gendut bgtt peach ;gendut;gendut bgtt peach
28/06/2022 14.19;hasibHphasibuan;  dindaa   sok ie padahal cuma bangke gendut pendek jelek ;gendut;dindaa sok ie padahal cuma bangke gendut pendek jelek
28/06/2022 14.14;JEJAGAT;      nah  gambaran besarnya  kodok itu gendut  pendek  dan lebar  ini bukan body shamming  ya  sayang  emang  ;gendut;nah gambaran besarnya kodok itu gendut pendek dan lebar ini bukan body shamming ya sayang emang
28/06/2022 14.13;bucingranger; iii aku mau diet turunin 5kg km mala mau gendut loudly crying face  ak transfer aja sini 5kg;gendut;iii aku mau diet turunin 5kg kamu mala mau gendut loudly crying face aku transfer aja sini 5kg
28/06/2022 14.12;kyungjunning; ditolak krn gpny kucink gendut  disappointed face  disappointed face ;gendut;ditolak karena gpny kucink gendut disappointed face disappointed face
28/06/2022 14.12;icedchocolatte; nah betul  apa karena kucingku gendut ya  soalnya pernah ada kucing ras nyasar ke depan rumah  tapi  ;gendut;nah betul apa karena kucingku gendut ya soalnya pernah ada kucing ras nyasar ke depan rumah tapi
28/06/2022 14.11;aldereintsyaa; soalnya gendut kek bomboloni loudly crying face ;gendut;soalnya gendut seperti bomboloni loudly crying face
28/06/2022 14.10;AdhamRidwan; blom takut gendut;gendut;blom takut gendut
28/06/2022 14.07;kitkatchim;  mjb  aku bacanya bukan meng gendut tapi mengendut  maap kak;gendut;mjb aku bacanya bukan meng gendut tapi mengendut maap kak
28/06/2022 14.04;gendut_shohae; mun hndak nukar coba ke pasar lama nder  pas ditikungan sebelum naik jembatan hndak ke mesjid jami tu ada;gendut;mun hndak nukar coba ke pasar lama sender ketika ditikungan sebelum naik jembatan hndak ke mesjid jami tu ada
28/06/2022 14.04;lanakaminisama;  fix sendernya nih;gendut;fix sendernya ini
28/06/2022 14.03;gendut_shohae; gech kda papa  kayanya biniannya tepikir kaya ikam jua nder;gendut;gech kda papa kayanya biniannya tepikir kaya ikam jua sender
28/06/2022 14.01;sauldagee;  yg pasti pasti aja ya lo;gendut;yang pasti pasti aja ya kamu
28/06/2022 14.00;gendut_shohae; menarik nih  di mna ;gendut;menarik ini di mana
28/06/2022 13.59;gendut_shohae;  bisa ke rumah masa depan  smiling face with halo  ;gendut;bisa ke rumah masa depan smiling face with halo
28/06/2022 13.59;FatmtlHsnh;takut makan nasi bukan karna takut gendut  tp takut muntah  frowning face  orang2 selalu bilang   gpp makan aja terus  biar seha  ;gendut;takut makan nasi bukan karena takut gendut tapi takut muntah frowning face orang2 selalu bilang tidak apa-apa makan aja terus biar seha
28/06/2022 13.57;JombloBaper;wanita suka pria yang gendut  gendut rekeningnya  wkwkwk   jomblo baper;gendut;wanita suka pria yang gendut gendut rekeningnya wkwkwk jomblo baper
28/06/2022 13.56;simplynaa2;  mun wisata masa depan am kya apa jr;gendut;mun wisata masa depan am kya apa jr
28/06/2022 13.56;cintaturu; mmps lo gendut;gendut;mmps kamu gendut
28/06/2022 13.54;FitriUnie24; temenku kurus tiap ketemu slalu ngeluh kalau dia gendut  dia gak sadar spt apa org di hadapannya   relieved face   ;gendut;temenku kurus tiap ketemu slalu ngeluh kalau dia gendut dia tidak sadar seperti apa orang di hadapannya relieved face
28/06/2022 13.54;gendut_shohae; wisata apa nih  mun wisata kuliner atau wisata masa lalu aku tahu ja nah;gendut;wisata apa ini mun wisata kuliner atau wisata masa lalu aku tahu aja nah
28/06/2022 13.53;delllaaaaaadell; ko aku makin gendut    soalnya stress makan  loudly crying face ;gendut;ko aku makin gendut soalnya stress makan loudly crying face
28/06/2022 13.53;gendut_shohae; moo ikut;gendut;moo ikut
28/06/2022 13.52;gendut_shohae; dasarnya kayatu  membasuh di bjm hujannya di bjb;gendut;dasarnya kayatu membasuh di bjm hujannya di bjb
28/06/2022 13.52;NcangBen;  ngomong aje loe gendut;gendut;ngomong aje loe gendut
28/06/2022 13.51;ekidjun; masih gendut;gendut;masih gendut
28/06/2022 13.50;dewyaling; gua enggak gendut;gendut;aku enggak gendut
28/06/2022 13.49;LikeBreakerr;gendut ucul bangett ;gendut;gendut ucul bangett
28/06/2022 13.46;JKJEONR; ngakak ngaku gendut anjer;gendut;ngakak ngaku gendut anjer
28/06/2022 13.45;i_yoora05;doggy aja dirawat sampe gendut sama sayangku  apalagi suaminya nanti  smiling face with heart eyes  ;gendut;doggy aja dirawat sampe gendut sama sayangku apalagi suaminya nanti smiling face with heart eyes
28/06/2022 13.37;setyaqisya;cebol di boongin gendut  tauk ;gendut;cebol di boongin gendut tauk
28/06/2022 13.35;IniBudi_08;  ndilalah biyen pas gek medheng2 e thukul dirabuk karo  bapak gendut saiki jebolane akeh si  ;gendut;ndilalah biyen ketika gek medheng2 e thukul dirabuk karo bapak gendut saiki jebolane akeh si
28/06/2022 13.35;dezalgiz; oh pantas sampai bjb hujannya  nda maka sabtu tadi hanyar membasuh kendaraan ;gendut;oh pantas sampai bjb hujannya tidak maka sabtu tadi hanyar membasuh kendaraan
28/06/2022 13.34;myprivismine; sama yang gendut tu babelbas ya;gendut;sama yang gendut tu babelbas ya
28/06/2022 13.34;CimimoCats_; keknya badan moko mirip cimi  bulet pendek gt jadi keliatan gendut  slightly smiling face  ;gendut;keknya badan moko mirip cimi bulet pendek gitu jadi keliatan gendut slightly smiling face
28/06/2022 13.31;inggajelasbgt;ada yg keliatan nganggur tp ternyata udah kerja  ada yg keliatannya cuma gabut doang di rumah ternyata rekeningnya  ;gendut;ada yang keliatan nganggur tapi ternyata udah kerja ada yang keliatannya cuma gabut doang di rumah ternyata rekeningnya
28/06/2022 13.29;gendut_shohae;ritual memanggil hujan sudah dimulai ;gendut;ritual memanggil hujan sudah dimulai
28/06/2022 13.20;kaivanotes; hahahah grogi yah  mana meongmu  kak  makin gendut ya  ameen  semoga deh   palms up together light skin tone  hehehe namanya juga baru puber ;gendut;hahahah grogi yah mana meongmu kak makin gendut ya ameen semoga deh palms up together light skin tone hehehe namanya juga baru puber
28/06/2022 13.19;migugyuuu; ini bagus bgtt dulu kucingku pas masih kitten suka aku kasih makan ini dan jadi gendut bgtt mam nya banyak;gendut;ini bagus bgtt dulu kucingku ketika masih kitten suka aku kasih makan ini dan jadi gendut bgtt mam nya banyak
28/06/2022 13.14;ratriBE; gendut itu ga selamanya kan  bisa dirunah asal kamu niat dan konsisten  jgn jadiin gendut sbg tameng ke  ;gendut;gendut itu tidak selamanya kan bisa dirunah asal kamu niat dan konsisten jangan jadiin gendut sbg tameng ke
28/06/2022 13.14;MunahKurniawan;ga urus kamu gendut;gendut;tidak urus kamu gendut
28/06/2022 13.13;ratriBE; km dah ngerasa pola pikirmu aneh  yuk diurai  km ngerasa ga ada kelebihan  pdhl km jg bilang banyak tem  ;gendut;kamu dah ngerasa pola pikirmu aneh yuk diurai kamu ngerasa tidak ada kelebihan pdhl kamu juga bilang banyak tem
28/06/2022 13.12;fan4adventure;  grinning face with sweat  byk bgt  sebulan lgsg gendut;gendut;grinning face with sweat byk banget sebulan lgsg gendut
28/06/2022 13.09;HUNiverse_;duo hobi makan tapi ga gendut gendut     ;gendut;duo hobi makan tapi tidak gendut gendut
28/06/2022 13.05;Armando_christ;  gapapa gendut tetep muat di hati ku kok  smiling face ;gendut;gapapa gendut tetep muat di hati aku kok smiling face
28/06/2022 13.05;kidartdesign; ntah kalau aku bayar je  buat apa nak gaduh benda nak makan masuk dlm perut  gendang gendut tali  ;gendut;ntah kalau aku bayar aja buat apa mau gaduh benda mau makan masuk dlm perut gendang gendut tali
28/06/2022 12.58;skskdktm; saya tim kalo pake oversize malah keliatan lebih gendut slightly smiling face ;gendut;saya tim kalo pake oversize malah keliatan lebih gendut slightly smiling face
28/06/2022 15.48;Liberalboy23;  pov gw simpelnya meminta agar orng2 kyk abigayl ini jgn begitu lgi  ;tolol;pov aku simpelnya meminta agar orng2 seperti abigayl ini jangan begitu lagi
28/06/2022 15.48;Crushpalingoke; emang udh punya dr lama tolol;tolol;emang udah punya dari lama tolol
28/06/2022 15.48;liez_iend; baca komen  koq banyak jg yg awet ya;tolol;baca komen koq banyak juga yang awet ya
28/06/2022 15.48;aladinmovic2000;  ga punya prestasi nekat nyapres  mainanya radikal radikul  buzzerrp tolol;tolol;tidak punya prestasi nekat nyapres mainanya radikal radikul buzzerrp tolol
28/06/2022 15.47;penikmatkudapan;bukan tolol tapi mau piknik gak punya duit  nyalain rejim  mau ganti hp duit kaga ada  lagi lagi salah rejim  dah h  ;tolol;bukan tolol tapi mau piknik tidak punya duit nyalain rejim mau ganti hp duit kaga ada lagi lagi salah rejim dah h
28/06/2022 15.47;KangQung;  hati2 nder earphone lu ga lama lagi jd kupu2;tolol;hati2 sender earphone kamu tidak lama lagi jadi kupu2
28/06/2022 15.47;vittosusetyo; cuma orang tolol yg gasuka cokelat ;tolol;cuma orang tolol yang gasuka cokelat
28/06/2022 15.47;kyungslo; saran wireless earphone yg 20k bang;tolol;saran wireless earphone yang 20k bang
28/06/2022 15.47;jaygengmo;lucu bgt gue lg menikmati hidup tbtb dituduh hate speech ke ngl nya mantannya mantan gue wkwkwkwk aduh tolol;tolol;lucu banget aku lagi menikmati hidup tiba-tiba dituduh hate speech ke ngl nya mantannya mantan aku wkwkwkwk aduh tolol
28/06/2022 15.47;kngdoojoon; kocak bgt anying opininy kyk org tolol;tolol;kocak banget anying opininy seperti orang tolol
28/06/2022 15.47;latifahdm__; gw emg tolol  ya maap;tolol;aku emang tolol ya maap
28/06/2022 15.46;alisthaaa_; aku yg 9k malah trs original lagi merk oase olike dah setaun lbih  awet kok  grinning face with sweat  grinning face with sweat ;tolol;aku yang 9k malah terus original lagi merk oase olike dah setaun lbih awet kok grinning face with sweat grinning face with sweat
28/06/2022 15.46;gerasya8; enak ajaa lu  gw beli yang 20 00 awet ampe 2 minggu doang;tolol;enak ajaa kamu aku beli yang 20 00 awet ampe 2 minggu doang
28/06/2022 15.46;Stopsuggest1; tidak dengan vido;tolol;tidak dengan vido
28/06/2022 15.46;jstuffluhv;kok gue pny cwok tolol y;tolol;kok aku pny cwok tolol iya
28/06/2022 15.46;ryofahri2;    ;tolol;tolol
28/06/2022 15.46;ODDLYKNOW;orang goblok otaknya pendek pdhl kl lu ngincer 1 member ya ikut sharing aja tolol ;tolol;orang goblok otaknya pendek pdhl kalau kamu ngincer 1 member ya ikut sharing aja tolol
28/06/2022 15.46;Liberalboy23;  nggak dong tolol  kan di twit itu si abigayl menunjukkan ketidak su  ;tolol;nggak dong tolol kan di twit itu si abigayl menunjukkan ketidak su
28/06/2022 15.46;panggilajadila; gatau ya aku gedeg sm modelan cewe2 kek gini menye2 gajelas minta sesuatu yg aneh  ya kalo lo laper cari  ;tolol;gatau ya aku gedeg sm modelan cewe2 seperti gini menye2 gajelas minta sesuatu yang aneh ya kalo kamu laper cari
28/06/2022 15.45;AleVanillatte; pernah nyesel beli earphone 80k keatas eh punya adek yang harga 40k lebih awet  amp  enak bet;tolol;pernah nyesel beli earphone 80k keatas eh punya adik yang harga 40k lebih awet sampai enak bet
28/06/2022 15.45;N4D0NGIE;wkwkwkwkwk bisa bisanya juga nyolong gambar dari nana fansite  tolol  ;tolol;wkwkwkwkwk bisa bisanya juga nyolong gambar dari nana fansite tolol
28/06/2022 15.45;AleVanillatte;  pernah nyesel beli earphone 80k keatas eh punya adek yang harga 40k lebih awet  amp  enak bet;tolol;pernah nyesel beli earphone 80k keatas eh punya adik yang harga 40k lebih awet sampai enak bet
28/06/2022 15.45;320921K; gue merek robot cuman 30k  bagus;tolol;aku merek robot cuman 30k bagus
28/06/2022 15.45;yeolliyeol69; sleepcall bisa sampai 8 jam  gatau bahas apaan random  siap  dari pagi buat date  naik gojek 1 jam 15 men  ;tolol;sleepcall bisa sampai 8 jam gatau bahas apaan random siap dari pagi buat date naik gojek 1 jam 15 men
28/06/2022 15.44;taytawanreal;udh dikasih previlege tp masih tolol  skip  bodo amat gw lg sensi kontol ;tolol;udah dikasih previlege tapi masih tolol skip bodo amat aku lagi sensi kontol
28/06/2022 15.44;ggukidoll; aku beli goceng warna ungu lucu banget awet sih;tolol;aku beli goceng warna ungu lucu banget awet sih
28/06/2022 15.43;kurbokur;ketololan hari ini td ke indomaret udah sampe kasir dengan pedenya lupa bawa uang bawa debit alhasil balik dlu ke kosan  tolol ;tolol;ketololan hari ini td ke indomaret udah sampe kasir dengan pedenya lupa bawa uang bawa debit alhasil balik dlu ke kosan tolol
28/06/2022 15.43;wermmingscv; pernah beli harga 7k  suaranya enak sih tp ga awet;tolol;pernah beli harga 7k suaranya enak sih tapi tidak awet
28/06/2022 15.43;FariedAshari;  tolol lu gak kelar kelar  ;tolol;tolol kamu tidak kelar kelar
28/06/2022 15.42;kidbuc;perlunya polisi ampe s1 ya begini  tolol bgt anjir masa gabisa jawab pertanyaan yang ditilang    jabatannya aja kat  ;tolol;perlunya polisi ampe s1 ya begini tolol banget anjing masa gabisa jawab pertanyaan yang ditilang jabatannya aja kat
28/06/2022 15.42;mahardikats;klaus emang tolol ;tolol;klaus emang tolol
28/06/2022 15.42;sabilatetsuro; beli 40 rb gw  dan ga nyesel karena awet wkwk;tolol;beli 40 rb aku dan tidak nyesel karena awet wkwk
28/06/2022 15.42;FranditaR; kenapa;tolol;kenapa
28/06/2022 15.42;Jgn_Marah2;  thank s for infonya kak;tolol;thank s for infonya kak
