date,username,tweet,keyword,Normalisasi,TOKENIZATION,STOP_REMOVAL,STEMMED
2022-06-28 08:44:16+00:00,dipelukyunjin,anjing nikah ajalah yuk vegas ,anjing,anjing nikah ajalah yuk vegas,"['anjing', 'nikah', 'ajalah', 'yuk', 'vegas']","['anjing', 'nikah', 'ajalah', 'yuk', 'vegas']",anjing nikah aja yuk vegas
2022-06-28 08:44:08+00:00,pacrdon, anjing wkwkwkwk heh,anjing,anjing wkwkwkwk heh,"['anjing', 'wkwkwkwk', 'heh']","['anjing', 'heh']",anjing heh
2022-06-28 08:44:04+00:00,gentsemane, anjing,anjing,anjing,['anjing'],['anjing'],anjing
2022-06-28 08:44:03+00:00,azazelllI,haduh anjing,anjing,haduh anjing,"['haduh', 'anjing']","['haduh', 'anjing']",haduh anjing
2022-06-28 08:43:56+00:00,Hrlynasiahaan,anjing cape aku ngemaskan kamar yak,anjing,anjing cape aku ngemaskan kamar yak,"['anjing', 'cape', 'aku', 'ngemaskan', 'kamar', 'yak']","['anjing', 'cape', 'ngemaskan', 'kamar']",anjing cape ngemaskan kamar
2022-06-28 08:43:52+00:00,theJiminJk,sakit jiwa anjing yg pda ngurusin sexualitas orang  get the hell out ihh  otak lu pda kudu dikuras ,anjing,sakit jiwa anjing yang pada ngurusin sexualitas orang get the hell out ihh otak kamu pada kudu dikuras,"['sakit', 'jiwa', 'anjing', 'yang', 'pada', 'ngurusin', 'sexualitas', 'orang', 'get', 'the', 'hell', 'out', 'ihh', 'otak', 'kamu', 'pada', 'kudu', 'dikuras']","['sakit', 'jiwa', 'anjing', 'ngurusin', 'sexualitas', 'orang', 'get', 'the', 'hell', 'out', 'otak', 'kudu', 'dikuras']",sakit jiwa anjing ngurusin sexualitas orang get the hell out otak kudu kuras
2022-06-28 08:43:46+00:00,befinkagf, anjing kok bs  tutor yel,anjing,anjing kok bisa tutor yel,"['anjing', 'kok', 'bisa', 'tutor', 'yel']","['anjing', 'tutor', 'yel']",anjing tutor yel
2022-06-28 08:43:44+00:00,putragaruda27,anjing mengonggong tanpa otak  pecah belah rakyat  anjing qodari ,anjing,anjing mengonggong tanpa otak pecah belah rakyat anjing qodari,"['anjing', 'mengonggong', 'tanpa', 'otak', 'pecah', 'belah', 'rakyat', 'anjing', 'qodari']","['anjing', 'mengonggong', 'otak', 'pecah', 'belah', 'rakyat', 'anjing', 'qodari']",anjing mengonggong otak pecah belah rakyat anjing qodari
2022-06-28 08:43:27+00:00,fruitstea10,anjing,anjing,anjing,['anjing'],['anjing'],anjing
2022-06-28 08:43:26+00:00,SwaggyYoyon, kesel sumpah main ini  inceranku ga dapet anjing   walaupun game tetep bertepuk sebelah tangan w  ,anjing,kesel sumpah main ini inceranku tidak dapet anjing walaupun game tetep bertepuk sebelah tangan aku,"['kesel', 'sumpah', 'main', 'ini', 'inceranku', 'tidak', 'dapet', 'anjing', 'walaupun', 'game', 'tetep', 'bertepuk', 'sebelah', 'tangan', 'aku']","['kesel', 'sumpah', 'main', 'inceranku', 'dapet', 'anjing', 'game', 'tetep', 'bertepuk', 'sebelah', 'tangan']",kesel sumpah main inceranku dapet anjing game tetep tepuk belah tangan
2022-06-28 08:43:22+00:00,simpfornicsap,sedih banget anjing,anjing,sedih banget anjing,"['sedih', 'banget', 'anjing']","['sedih', 'banget', 'anjing']",sedih banget anjing
2022-06-28 08:43:20+00:00,YOONSUeit,  anjing baang bahasa lu ngendus banget seakan akan gua tainya bang ian  ,anjing,anjing baang bahasa kamu ngendus banget seakan akan aku tainya bang ian,"['anjing', 'baang', 'bahasa', 'kamu', 'ngendus', 'banget', 'seakan', 'akan', 'aku', 'tainya', 'bang', 'ian']","['anjing', 'baang', 'bahasa', 'ngendus', 'banget', 'seakan', 'tainya', 'bang', 'ian']",anjing baang bahasa ngendus banget akan tainya bang ian
2022-06-28 08:43:11+00:00,dlyrids,anjing kenapa gua muter muter cuy,anjing,anjing kenapa aku muter muter cuy,"['anjing', 'kenapa', 'aku', 'muter', 'muter', 'cuy']","['anjing', 'muter', 'muter', 'cuy']",anjing muter muter cuy
2022-06-28 08:43:03+00:00,cokqlat, bnyak tnya anjing,anjing,banyak tanya anjing,"['banyak', 'tanya', 'anjing']",['anjing'],anjing
2022-06-28 08:42:52+00:00,HAEIYUU,apa motivasi bocil buka paksa pintu mobil gua ampe alarm mobil gua bunyi  abis tu dia lari pas gua tanya jawabnya    ,anjing,apa motivasi bocil buka paksa pintu mobil aku ampe alarm mobil aku bunyi abis itu dia lari ketika aku tanya jawabnya,"['apa', 'motivasi', 'bocil', 'buka', 'paksa', 'pintu', 'mobil', 'aku', 'ampe', 'alarm', 'mobil', 'aku', 'bunyi', 'abis', 'itu', 'dia', 'lari', 'ketika', 'aku', 'tanya', 'jawabnya']","['motivasi', 'bocil', 'buka', 'paksa', 'pintu', 'mobil', 'ampe', 'alarm', 'mobil', 'bunyi', 'abis', 'lari']",motivasi bocil buka paksa pintu mobil ampe alarm mobil bunyi abis lari
2022-06-28 08:42:50+00:00,jnjmists, anjing rame bgt,anjing,anjing rame banget,"['anjing', 'rame', 'banget']","['anjing', 'rame', 'banget']",anjing rame banget
2022-06-28 08:42:48+00:00,sayanganjing,anjing pelacak sering digunakan dalam pencarian tersangka  penangkapan  pengejaran  pencarian barang bukti dan pencarian mayat ,anjing,anjing pelacak sering digunakan dalam pencarian tersangka penangkapan pengejaran pencarian barang bukti dan pencarian mayat,"['anjing', 'pelacak', 'sering', 'digunakan', 'dalam', 'pencarian', 'tersangka', 'penangkapan', 'pengejaran', 'pencarian', 'barang', 'bukti', 'dan', 'pencarian', 'mayat']","['anjing', 'pelacak', 'pencarian', 'tersangka', 'penangkapan', 'pengejaran', 'pencarian', 'barang', 'bukti', 'pencarian', 'mayat']",anjing lacak cari sangka tangkap kejar cari barang bukti cari mayat
2022-06-28 08:42:45+00:00,lookatmebestie,yaallah      ini kulitnya gaada yg luka kan  kasian meng nya bakal kedinginan    berani banget anjing petshopnya  kesel  ,anjing,yaallah ini kulitnya gaada yang luka kan kasian meng nya bakal kedinginan berani banget anjing petshopnya kesel,"['yaallah', 'ini', 'kulitnya', 'gaada', 'yang', 'luka', 'kan', 'kasian', 'meng', 'nya', 'bakal', 'kedinginan', 'berani', 'banget', 'anjing', 'petshopnya', 'kesel']","['yaallah', 'kulitnya', 'gaada', 'luka', 'kasian', 'meng', 'nya', 'kedinginan', 'berani', 'banget', 'anjing', 'petshopnya', 'kesel']",yaallah kulit gaada luka kasi meng nya dingin berani banget anjing petshopnya kesel
2022-06-28 08:42:41+00:00,abellagituru, yang bener pala kucing apa anjing ,anjing,yang bener pala kucing apa anjing,"['yang', 'bener', 'pala', 'kucing', 'apa', 'anjing']","['bener', 'pala', 'kucing', 'anjing']",bener pala kucing anjing
2022-06-28 08:42:36+00:00,vanillatteaaa_,yg punya anjing kecil bisaa dm aku yaa  dom tangerang  thank youu     haloo  aku sedang mencari anjing kecil yang sed  ,anjing,yang punya anjing kecil bisaa dm aku yaa domisili tangerang thank youu haloo aku sedang mencari anjing kecil yang sed,"['yang', 'punya', 'anjing', 'kecil', 'bisaa', 'dm', 'aku', 'yaa', 'domisili', 'tangerang', 'thank', 'youu', 'haloo', 'aku', 'sedang', 'mencari', 'anjing', 'kecil', 'yang', 'sed']","['anjing', 'bisaa', 'dm', 'yaa', 'domisili', 'tangerang', 'thank', 'youu', 'haloo', 'mencari', 'anjing', 'sed']",anjing bisaa dm yaa domisili tangerang thank youu haloo cari anjing sed
2022-06-28 08:42:33+00:00,jungkookcape,bajingan   kemana lo semua pas jimin di hate gara  main di club     lalu apa beda nya sama manusia anjing satu ini   ,anjing,bajingan kemana kamu semua ketika jimin di hate gara main di club lalu apa beda nya sama manusia anjing satu ini,"['bajingan', 'kemana', 'kamu', 'semua', 'ketika', 'jimin', 'di', 'hate', 'gara', 'main', 'di', 'club', 'lalu', 'apa', 'beda', 'nya', 'sama', 'manusia', 'anjing', 'satu', 'ini']","['bajingan', 'kemana', 'jimin', 'hate', 'gara', 'main', 'club', 'beda', 'nya', 'manusia', 'anjing']",bajing mana jimin hate gara main club beda nya manusia anjing
2022-06-28 08:42:32+00:00,Jeongf31,anjing malah ga merasa    ,anjing,anjing malah tidak merasa,"['anjing', 'malah', 'tidak', 'merasa']",['anjing'],anjing
2022-06-28 08:42:30+00:00,jjbutterfly_, anjing kaget gue    hawt banget btw huh hah  ,anjing,anjing kaget aku hot banget by the way huh hah,"['anjing', 'kaget', 'aku', 'hot', 'banget', 'by', 'the', 'way', 'huh', 'hah']","['anjing', 'kaget', 'hot', 'banget', 'by', 'the', 'way', 'huh', 'hah']",anjing kaget hot banget by the way huh hah
2022-06-28 08:42:27+00:00,sapikraft,  lu anjing,anjing,kamu anjing,"['kamu', 'anjing']",['anjing'],anjing
2022-06-28 08:42:19+00:00,rungsinx,awewe teu gablek uteuk tah kieu anjing ,anjing,awewe teu bodoh untuk tah ini anjing,"['awewe', 'teu', 'bodoh', 'untuk', 'tah', 'ini', 'anjing']","['awewe', 'teu', 'bodoh', 'tah', 'anjing']",awewe teu bodoh tah anjing
2022-06-28 08:42:13+00:00,lopehunter_,  yangg benerr kucing apa anjing ,anjing,yangg benerr kucing apa anjing,"['yangg', 'benerr', 'kucing', 'apa', 'anjing']","['yangg', 'benerr', 'kucing', 'anjing']",yangg benerr kucing anjing
2022-06-28 08:42:08+00:00,wkwkonslet, iya anjing gw tkt mana gw typo,anjing,iya anjing aku takut mana aku typo,"['iya', 'anjing', 'aku', 'takut', 'mana', 'aku', 'typo']","['iya', 'anjing', 'takut', 'typo']",iya anjing takut typo
2022-06-28 08:41:58+00:00,elnath_eos,pengen ngomong kasar     anjing  anjing  anjing,anjing,pengen ngomong kasar anjing anjing anjing,"['pengen', 'ngomong', 'kasar', 'anjing', 'anjing', 'anjing']","['pengen', 'ngomong', 'kasar', 'anjing', 'anjing', 'anjing']",ken ngomong kasar anjing anjing anjing
2022-06-28 08:41:55+00:00,dipelukyunjin,ngomtol apa apaan anjing lucunyah ,anjing,ngomtol apa apaan anjing lucunyah,"['ngomtol', 'apa', 'apaan', 'anjing', 'lucunyah']","['ngomtol', 'anjing', 'lucunyah']",ngomtol anjing lucunyah
2022-06-28 08:41:49+00:00,kitamakiro, kan sp tau gw yg dapet anjing                        ,anjing,kan siapa tau aku yang dapet anjing,"['kan', 'siapa', 'tau', 'aku', 'yang', 'dapet', 'anjing']","['tau', 'dapet', 'anjing']",tau dapet anjing
2022-06-28 08:41:40+00:00,dararins,alias anjing dah gapunya uang lagi gue,anjing,alias anjing dah gapunya uang lagi aku,"['alias', 'anjing', 'dah', 'gapunya', 'uang', 'lagi', 'aku']","['alias', 'anjing', 'gapunya', 'uang']",alias anjing gapunya uang
2022-06-28 08:41:40+00:00,jublasmaratus,  motor anjing maksudnya,anjing,motor anjing maksudnya,"['motor', 'anjing', 'maksudnya']","['motor', 'anjing', 'maksudnya']",motor anjing maksud
2022-06-28 08:41:35+00:00,titieknurrima,jika ada yg bersedia bisa langsung menghubungi saya  kondisi anjing saat ini setelah operasi tumor payudara sangat  ,anjing,jika ada yang bersedia bisa langsung menghubungi saya kondisi anjing saat ini setelah operasi tumor payudara sangat,"['jika', 'ada', 'yang', 'bersedia', 'bisa', 'langsung', 'menghubungi', 'saya', 'kondisi', 'anjing', 'saat', 'ini', 'setelah', 'operasi', 'tumor', 'payudara', 'sangat']","['bersedia', 'langsung', 'menghubungi', 'kondisi', 'anjing', 'operasi', 'tumor', 'payudara']",sedia langsung hubung kondisi anjing operasi tumor payudara
2022-06-28 08:41:34+00:00,titieknurrima,dibutuhkan segera donor darah u  anjing kakak saya  persyaratan      sehat     vaksin lengkap     berat min   kg     ti  ,anjing,dibutuhkan segera donor darah kamu anjing kakak saya persyaratan sehat vaksin lengkap berat minimal kg ti,"['dibutuhkan', 'segera', 'donor', 'darah', 'kamu', 'anjing', 'kakak', 'saya', 'persyaratan', 'sehat', 'vaksin', 'lengkap', 'berat', 'minimal', 'kg', 'ti']","['dibutuhkan', 'donor', 'darah', 'anjing', 'kakak', 'persyaratan', 'sehat', 'vaksin', 'lengkap', 'berat', 'minimal', 'kg', 'ti']",butuh donor darah anjing kakak syarat sehat vaksin lengkap berat minimal kg ti
2022-06-28 08:41:34+00:00,najmahadid,anjing jd sesek babi,anjing,anjing jadi sesek babi,"['anjing', 'jadi', 'sesek', 'babi']","['anjing', 'sesek', 'babi']",anjing sek babi
2022-06-28 08:41:24+00:00,adekchangbin,mau gua tonjok tu muka anjing,anjing,mau aku tonjok itu muka anjing,"['mau', 'aku', 'tonjok', 'itu', 'muka', 'anjing']","['tonjok', 'muka', 'anjing']",tonjok muka anjing
2022-06-28 08:41:24+00:00,gaakgunnaaa,gua bingung banget anjing mau kemana  ahh ngentot ajalah,anjing,aku bingung banget anjing mau kemana ahh ngentot ajalah,"['aku', 'bingung', 'banget', 'anjing', 'mau', 'kemana', 'ahh', 'ngentot', 'ajalah']","['bingung', 'banget', 'anjing', 'kemana', 'ahh', 'ngentot', 'ajalah']",bingung banget anjing mana ahh ngentot aja
2022-06-28 08:41:22+00:00,universetwelve, anjing berkhayal nya lebih parah dari k poper  udah nggak tertolong ini fans mu   ,anjing,anjing berkhayal nya lebih parah dari k poper udah tidak tertolong ini fans mu,"['anjing', 'berkhayal', 'nya', 'lebih', 'parah', 'dari', 'k', 'poper', 'udah', 'tidak', 'tertolong', 'ini', 'fans', 'mu']","['anjing', 'berkhayal', 'nya', 'parah', 'k', 'poper', 'udah', 'tertolong', 'fans', 'mu']",anjing khayal nya parah k poper udah tolong fans mu
2022-06-28 08:41:18+00:00,cutejjareu_,anjing,anjing,anjing,['anjing'],['anjing'],anjing
2022-06-28 08:40:42+00:00,joulliesanchez, anjing,anjing,anjing,['anjing'],['anjing'],anjing
2022-06-28 08:40:39+00:00,anakkoyo,si anjing  ,anjing,si anjing,"['si', 'anjing']",['anjing'],anjing
2022-06-28 08:40:38+00:00,garfieldmalang,faakk anjing bkn salah siapa siapa tp pengen nyalahin orang,anjing,faakk anjing bukan salah siapa siapa tapi pengen nyalahin orang,"['faakk', 'anjing', 'bukan', 'salah', 'siapa', 'siapa', 'tapi', 'pengen', 'nyalahin', 'orang']","['faakk', 'anjing', 'salah', 'pengen', 'nyalahin', 'orang']",faakk anjing salah ken nyalahin orang
2022-06-28 08:40:34+00:00,yanto_sutandi, pasukan nasi bungkus anjing ,anjing,pasukan nasi bungkus anjing,"['pasukan', 'nasi', 'bungkus', 'anjing']","['pasukan', 'nasi', 'bungkus', 'anjing']",pasu nasi bungkus anjing
2022-06-28 08:40:30+00:00,finemeaa,anjing galbugalau brutal,anjing,anjing galbugalau brutal,"['anjing', 'galbugalau', 'brutal']","['anjing', 'galbugalau', 'brutal']",anjing galbugalau brutal
2022-06-28 08:40:27+00:00,kookminez,si paling anjing  musnah kalian setan  benci bgt,anjing,si paling anjing musnah kalian setan benci banget,"['si', 'paling', 'anjing', 'musnah', 'kalian', 'setan', 'benci', 'banget']","['anjing', 'musnah', 'setan', 'benci', 'banget']",anjing musnah setan benci banget
2022-06-28 08:40:23+00:00,kamisatowu, anjing,anjing,anjing,['anjing'],['anjing'],anjing
2022-06-28 08:48:46+00:00,coolestxEl,handsome nya aku  nanti kurus lagi handsome ada sharp jawline balik peh time tu semua aku reject hah padan muka ber  ,kurus,handsome nya aku nanti kurus lagi handsome ada sharp jawline balik peh time itu semua aku reject hah padan muka ber,"['handsome', 'nya', 'aku', 'nanti', 'kurus', 'lagi', 'handsome', 'ada', 'sharp', 'jawline', 'balik', 'peh', 'time', 'itu', 'semua', 'aku', 'reject', 'hah', 'padan', 'muka', 'ber']","['handsome', 'nya', 'kurus', 'handsome', 'sharp', 'jawline', 'peh', 'time', 'reject', 'hah', 'padan', 'muka', 'ber']",handsome nya kurus handsome sharp jawline peh time reject hah padan muka ber
2022-06-28 08:47:08+00:00,huskypow,apa sih orang ini  mintanya program kurus tapi minum alkohol terus    ,kurus,apa sih orang ini mintanya program kurus tapi minum alkohol terus,"['apa', 'sih', 'orang', 'ini', 'mintanya', 'program', 'kurus', 'tapi', 'minum', 'alkohol', 'terus']","['orang', 'mintanya', 'program', 'kurus', 'minum', 'alkohol']",orang minta program kurus minum alkohol
2022-06-28 08:46:19+00:00,Ibnusetyopamung, sebentar lagi kurus trs penyakitan,kurus,sebentar lagi kurus terus penyakitan,"['sebentar', 'lagi', 'kurus', 'terus', 'penyakitan']","['sebentar', 'kurus', 'penyakitan']",sebentar kurus sakit
2022-06-28 08:43:58+00:00,idkitjustbored,mau kurus  tapi      kalian diluar ga  titip nasi padang ya  ,kurus,mau kurus tapi kalian diluar tidak titip nasi padang ya,"['mau', 'kurus', 'tapi', 'kalian', 'diluar', 'tidak', 'titip', 'nasi', 'padang', 'ya']","['kurus', 'diluar', 'titip', 'nasi', 'padang']",kurus luar titip nasi padang
2022-06-28 08:42:26+00:00,vania270589, gak kok ess ga kurus  banget jg aslinya   klo menurutku emang ramping tapi bukan yg kurus macem thn      itu    ,kurus,tidak kok ess tidak kurus banget juga aslinya kalau menurutku emang ramping tapi bukan yang kurus macem thn itu,"['tidak', 'kok', 'ess', 'tidak', 'kurus', 'banget', 'juga', 'aslinya', 'kalau', 'menurutku', 'emang', 'ramping', 'tapi', 'bukan', 'yang', 'kurus', 'macem', 'thn', 'itu']","['ess', 'kurus', 'banget', 'aslinya', 'menurutku', 'emang', 'ramping', 'kurus', 'macem', 'thn']",ess kurus banget asli turut emang ramping kurus macem thn
2022-06-28 08:42:04+00:00,almasmachilla,tapi kalo karna ini aku jadi kurus seminggu turun  kg kaya dulu lagi gpp deh ,kurus,tapi kalo karena ini aku jadi kurus seminggu turun kg kaya dulu lagi tidak apa-apa deh,"['tapi', 'kalo', 'karena', 'ini', 'aku', 'jadi', 'kurus', 'seminggu', 'turun', 'kg', 'kaya', 'dulu', 'lagi', 'tidak', 'apa', 'apa', 'deh']","['kalo', 'kurus', 'seminggu', 'turun', 'kg', 'kaya']",kalo kurus minggu turun kg kaya
2022-06-28 08:41:02+00:00,lamalvamia, hah ini kurus bgt  kaya wendy pas red flavor    ,kurus,hah ini kurus banget kaya wendy ketika red flavor,"['hah', 'ini', 'kurus', 'banget', 'kaya', 'wendy', 'ketika', 'red', 'flavor']","['hah', 'kurus', 'banget', 'kaya', 'wendy', 'red', 'flavor']",hah kurus banget kaya wendy red flavor
2022-06-28 08:41:02+00:00,estywukak, tapi kek makin kurus  ,kurus,tapi seperti makin kurus,"['tapi', 'seperti', 'makin', 'kurus']",['kurus'],kurus
2022-06-28 08:40:58+00:00,Bocah__Kurus, tidak perlu risau  karna ada   akulaku   kredivo   kreditpintar  dan berbagai macam gestun lainnya,kurus,tidak perlu risau karena ada akulaku kredivo kreditpintar dan berbagai macam gestun lainnya,"['tidak', 'perlu', 'risau', 'karena', 'ada', 'akulaku', 'kredivo', 'kreditpintar', 'dan', 'berbagai', 'macam', 'gestun', 'lainnya']","['risau', 'akulaku', 'kredivo', 'kreditpintar', 'gestun']",risau akulaku kredivo kreditpintar gestun
2022-06-28 08:40:49+00:00,sstrpngt,  turu isuk iso marake kurus ,kurus,tidur larut malam bisa membuat kurus,"['tidur', 'larut', 'malam', 'bisa', 'membuat', 'kurus']","['tidur', 'larut', 'malam', 'kurus']",tidur larut malam kurus
2022-06-28 08:40:20+00:00,tweetiefrutea,  aku juga gini nder  padahal yang aku tebengin orangnya kurus dan ga keliatan berat  eh pas  ,kurus,aku juga gini sender padahal yang aku tebengin orangnya kurus dan tidak keliatan berat eh ketika,"['aku', 'juga', 'gini', 'sender', 'padahal', 'yang', 'aku', 'tebengin', 'orangnya', 'kurus', 'dan', 'tidak', 'keliatan', 'berat', 'eh', 'ketika']","['gini', 'sender', 'tebengin', 'orangnya', 'kurus', 'keliatan', 'berat', 'eh']",gin sender tebengin orang kurus liat berat eh
2022-06-28 08:39:26+00:00,bubunyabaek,baekhyun dulu kurus banget ya   syukur sekarang udah gembul  makin gemes   pasti sekarang udah bahagia soalnya si d  ,kurus,baekhyun dulu kurus banget ya syukur sekarang udah gembul makin gemes pasti sekarang udah bahagia soalnya si d,"['baekhyun', 'dulu', 'kurus', 'banget', 'ya', 'syukur', 'sekarang', 'udah', 'gembul', 'makin', 'gemes', 'pasti', 'sekarang', 'udah', 'bahagia', 'soalnya', 'si', 'd']","['baekhyun', 'kurus', 'banget', 'syukur', 'udah', 'gembul', 'gemes', 'udah', 'bahagia', 'd']",baekhyun kurus banget syukur udah gembul gemes udah bahagia d
2022-06-28 08:36:53+00:00,kartia_adi,anak susah makan  kurus  bunda jgn sedih   mrpro bantu atasi msalah gngguan susah mkan  blh diknsumsi dr usia   thun ,kurus,anak susah makan kurus bunda jangan sedih mrpro bantu atasi masalah gangguan susah mkan blh dikonsumsi dari usia thun,"['anak', 'susah', 'makan', 'kurus', 'bunda', 'jangan', 'sedih', 'mrpro', 'bantu', 'atasi', 'masalah', 'gangguan', 'susah', 'mkan', 'blh', 'dikonsumsi', 'dari', 'usia', 'thun']","['anak', 'susah', 'makan', 'kurus', 'bunda', 'sedih', 'mrpro', 'bantu', 'atasi', 'gangguan', 'susah', 'mkan', 'blh', 'dikonsumsi', 'usia', 'thun']",anak susah makan kurus bunda sedih mrpro bantu atas ganggu susah mkan blh konsumsi usia thun
2022-06-28 08:36:38+00:00,aylazor25,kalo kulihat  bentuk tubuhku aneh jg  bagian dada  amp  pundak keliatan kurus  giliran perut kebawah kayak ibu hamil  a  ,kurus,kalo kulihat bentuk tubuhku aneh juga bagian dada sampai pundak keliatan kurus giliran perut kebawah kayak ibu hamil a,"['kalo', 'kulihat', 'bentuk', 'tubuhku', 'aneh', 'juga', 'bagian', 'dada', 'sampai', 'pundak', 'keliatan', 'kurus', 'giliran', 'perut', 'kebawah', 'kayak', 'ibu', 'hamil', 'a']","['kalo', 'kulihat', 'bentuk', 'tubuhku', 'aneh', 'dada', 'pundak', 'keliatan', 'kurus', 'giliran', 'perut', 'kebawah', 'kayak', 'hamil', 'a']",kalo lihat bentuk tubuh aneh dada pundak liat kurus gilir perut bawah kayak hamil a
2022-06-28 08:36:02+00:00,estywukak,ngerasa jona makin kurus  apa perasaan aku doang atau efek foto ,kurus,ngerasa jona makin kurus apa perasaan aku doang atau efek foto,"['ngerasa', 'jona', 'makin', 'kurus', 'apa', 'perasaan', 'aku', 'doang', 'atau', 'efek', 'foto']","['ngerasa', 'jona', 'kurus', 'perasaan', 'doang', 'efek', 'foto']",ngerasa jona kurus asa doang efek foto
2022-06-28 08:35:15+00:00,xrtaurs, aku kurus wkwkwk,kurus,aku kurus wkwkwk,"['aku', 'kurus', 'wkwkwk']","['kurus', 'wkwkwk']",kurus wkwkwk
2022-06-28 08:34:55+00:00,sunghoenn,bin jadi kurus samping wonho wkwk ,kurus,bin jadi kurus samping wonho wkwk,"['bin', 'jadi', 'kurus', 'samping', 'wonho', 'wkwk']","['bin', 'kurus', 'samping', 'wonho']",bin kurus samping wonho
2022-06-28 08:34:51+00:00,_rantxy,  xiao kelihatan pendek krn kurus sm bajunya ga terlalu ngembang gitu,kurus,xiao kelihatan pendek karena kurus sama bajunya tidak terlalu ngembang gitu,"['xiao', 'kelihatan', 'pendek', 'karena', 'kurus', 'sama', 'bajunya', 'tidak', 'terlalu', 'ngembang', 'gitu']","['pendek', 'kurus', 'bajunya', 'ngembang', 'gitu']",pendek kurus baju ngembang gitu
2022-06-28 08:33:57+00:00,wrandnnrz, kk aku udah kurus kering abis ngejer kuliah sampe sekarang masi bertahan ngejer kampus  kasi aku moti  ,kurus,kakak aku udah kurus kering abis ngejer kuliah sampe sekarang masi bertahan ngejer kampus kasi aku moti,"['kakak', 'aku', 'udah', 'kurus', 'kering', 'abis', 'ngejer', 'kuliah', 'sampe', 'sekarang', 'masi', 'bertahan', 'ngejer', 'kampus', 'kasi', 'aku', 'moti']","['kakak', 'udah', 'kurus', 'kering', 'abis', 'ngejer', 'kuliah', 'sampe', 'masi', 'bertahan', 'ngejer', 'kampus', 'kasi', 'moti']",kakak udah kurus kering abis ngejer kuliah sampe mas tahan ngejer kampus kasi moti
2022-06-28 08:33:54+00:00,hwamingi_, zaman svt kurus keding lagi  ,kurus,zaman svt kurus keding lagi,"['zaman', 'svt', 'kurus', 'keding', 'lagi']","['zaman', 'svt', 'kurus', 'keding']",zaman svt kurus keding
2022-06-28 08:31:17+00:00,naajaaaeeeminnn, jangan dalam waktu dekat kak kasihani lah dompet ku udah kurus krempeng,kurus,jangan dalam waktu dekat kak kasihani lah dompet aku udah kurus krempeng,"['jangan', 'dalam', 'waktu', 'dekat', 'kak', 'kasihani', 'lah', 'dompet', 'aku', 'udah', 'kurus', 'krempeng']","['kak', 'kasihani', 'dompet', 'udah', 'kurus', 'krempeng']",kak kasihan dompet udah kurus krempeng
2022-06-28 08:30:22+00:00,Jeozgwoo, kurus gak abis nangis sebulan ,kurus,kurus tidak abis nangis sebulan,"['kurus', 'tidak', 'abis', 'nangis', 'sebulan']","['kurus', 'abis', 'nangis', 'sebulan']",kurus abis nang bulan
2022-06-28 08:29:49+00:00,amarserius,tapi kalo tidak diimbangi dengan sedikit bumbu seenaknya  ini rasanya hampir beneran gak enak  ada wajarnya dulu te  ,kurus,tapi kalo tidak diimbangi dengan sedikit bumbu seenaknya ini rasanya hampir beneran tidak enak ada wajarnya dulu te,"['tapi', 'kalo', 'tidak', 'diimbangi', 'dengan', 'sedikit', 'bumbu', 'seenaknya', 'ini', 'rasanya', 'hampir', 'beneran', 'tidak', 'enak', 'ada', 'wajarnya', 'dulu', 'te']","['kalo', 'diimbangi', 'bumbu', 'beneran', 'enak', 'wajarnya', 'te']",kalo imbang bumbu beneran enak wajar te
2022-06-28 08:28:30+00:00,PelangsingDetox,diettime   untuk mengontrol kadaar gula darah  perbanyaklah konsumsi buncis  cara cepat kurus setelah melahirkan jualmobilbagus,kurus,diettime untuk mengontrol kadaar gula darah perbanyaklah konsumsi buncis cara cepat kurus setelah melahirkan jualmobilbagus,"['diettime', 'untuk', 'mengontrol', 'kadaar', 'gula', 'darah', 'perbanyaklah', 'konsumsi', 'buncis', 'cara', 'cepat', 'kurus', 'setelah', 'melahirkan', 'jualmobilbagus']","['diettime', 'mengontrol', 'kadaar', 'gula', 'darah', 'perbanyaklah', 'konsumsi', 'buncis', 'cepat', 'kurus', 'melahirkan', 'jualmobilbagus']",diettime kontrol kadaar gula darah banyak konsumsi buncis cepat kurus lahir jualmobilbagus
2022-06-28 08:28:08+00:00,celvin_22,   punteun orang kurus mau lewat ,kurus,permisi orang kurus mau lewat,"['permisi', 'orang', 'kurus', 'mau', 'lewat']","['permisi', 'orang', 'kurus']",permisi orang kurus
2022-06-28 08:28:04+00:00,tsukkidaisukii,  bangett  proporsinya sama persis  kurus tinggi tiang listriknya ,kurus,bangett proporsinya sama persis kurus tinggi tiang listriknya,"['bangett', 'proporsinya', 'sama', 'persis', 'kurus', 'tinggi', 'tiang', 'listriknya']","['bangett', 'proporsinya', 'persis', 'kurus', 'tiang', 'listriknya']",bangett proporsi persis kurus tiang listrik
2022-06-28 08:27:14+00:00,jenazahcinta717, lee makin moncet ni  nanti emma tolong baca baca kan  boleh  kot boleh kurus macam tahun      dulu  t  ,kurus,lee makin moncet ni nanti emma tolong baca baca kan boleh ikut boleh kurus macam tahun dulu itu,"['lee', 'makin', 'moncet', 'ni', 'nanti', 'emma', 'tolong', 'baca', 'baca', 'kan', 'boleh', 'ikut', 'boleh', 'kurus', 'macam', 'tahun', 'dulu', 'itu']","['lee', 'moncet', 'ni', 'emma', 'tolong', 'baca', 'baca', 'kurus']",lee moncet ni emma tolong baca baca kurus
